Loan.Status,Term,Years.in.current.job,Home.Ownership,Purpose,Current.Loan.Amount,Credit.Score,Annual.Income,Monthly.Debt,Years.of.Credit.History,Months.since.last.delinquent,Number.of.Open.Accounts,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Bankruptcies,Tax.Liens,ID
1,Short Term,10+ years,Home Mortgage,home improvements,701755.5556630639,694,2099615.934963408,27296.442695898124,31.1,14.1,14,2,240655.02892833488,357720.8166529388,1,1,8996
1,Long Term,7 years,Home Mortgage,debt consolidation,344211.5905056066,702,780368.0689383879,10015.688730375647,15.1,15.4,7,0,153635.41610209638,232231.99183067458,0,0,8998
0,Long Term,10+ years,Home Mortgage,other,673947.5405547149,589,1711880.4801558598,10727.412506220748,11.3,15.3,10,0,307838.0912784661,460524.1789123711,0,1,9000
1,Short Term,< 1 year,Rent,debt consolidation,132967.46466383486,743,535934.0076871656,9512.27489385743,29.7,28.5,8,0,107654.05153523662,272733.5027153667,0,0,9001
1,Short Term,3 years,Own Home,debt consolidation,127202.66670134141,716,514481.6441663367,13033.235226704457,14.8,16.7,7,1,68702.7283074675,175582.47012578946,1,0,9003
1,Short Term,2 years,Rent,business loan,329913.53360765736,714,1553288.4541851953,7765.7140047209505,27.8,21.6,5,0,55252.16495054773,123771.01668569568,0,0,9012
1,Short Term,1 year,Rent,debt consolidation,87076.26490848944,716,563958.6946693689,5310.997808364098,10.8,13.4,9,0,52935.3698853673,117657.6311474876,0,0,9015
0,Short Term,< 1 year,Home Mortgage,debt consolidation,120384.22860064176,721,737256.6879202157,4460.510210050814,12.2,14.4,6,0,8017.501761787108,37268.7504406682,1,0,9016
1,Short Term,10+ years,Rent,debt consolidation,380796.31416073383,685,2826914.294525072,43110.333512892685,32.8,19.1,6,1,274284.53423164715,377651.7191432924,1,0,9019
1,Short Term,10+ years,Rent,moving,154638.52931707192,693,1025507.5087555686,26663.784940626792,19.7,1.7,12,1,173261.1468872598,326764.5680351055,0,1,9020
0,Long Term,10+ years,Home Mortgage,debt consolidation,333232.9428154101,634,960392.6994159884,15925.885921673858,13.2,20,8,0,226935.76006983017,443849.663666545,2,0,9023
1,Short Term,1 year,Rent,medical bills,33043.90941616889,719,1903038.8498386561,7040.417939506954,20.5,20.8,3,0,50388.23120818379,165287.3219029293,0,0,9029
0,Long Term,10+ years,Rent,debt consolidation,417117.43494434754,709,1501000.3208480745,25267.297563101998,29.4,25.7,19,0,316159.3570637176,1245201.330578923,0,0,9032
1,Long Term,6 years,Rent,debt consolidation,607925.5096881235,685,1912617.0656033745,23749.57372605495,22.2,10.6,10,2,96804.93833032198,737484.6066366275,1,1,9033
1,Long Term,4 years,Rent,debt consolidation,258148.68688985848,720,889086.0185415058,4103.237525524557,7.4,26.4,5,1,17270.175035513133,186977.92881758377,1,1,9034
1,Short Term,9 years,Home Mortgage,debt consolidation,548351.0180517564,734,1136580.6036603844,14965.769684637455,17.7,12.1,13,1,285608.6573773456,964128.4661785043,0,1,9040
0,Short Term,4 years,Home Mortgage,debt consolidation,139699.92528798225,739,1577702.11198046,16959.34833229307,16.3,24,10,3,62205.07351437091,225762.82579399113,3,2,9041
1,Short Term,10+ years,Rent,debt consolidation,338183.9153715148,721,1012508.7181188948,18477.600728420657,9.8,15.9,10,0,241509.36340794322,410630.2778981775,0,0,9051
1,Short Term,2 years,Rent,debt consolidation,120889.51283642757,711,1198616.869639306,7212.652410299964,7.4,6.5,8,0,12122.698625016279,212650.7813591519,0,0,9054
1,Short Term,7 years,Rent,debt consolidation,335412.80562275695,693,1853907.6572383896,17148.643867206756,16.7,14.3,13,0,276868.86958597193,568413.0005019141,0,0,9059
1,Short Term,5 years,Home Mortgage,debt consolidation,333696.822033608,718,1671507.1539438323,33779.12570058253,23.1,25.2,13,0,323950.36449952464,542829.7606154161,0,1,9062
1,Short Term,10+ years,Home Mortgage,debt consolidation,321793.4424939656,718,1324678.497533129,28147.470408385023,17.3,28,16,0,184734.71776001286,293808.64020056475,0,0,9063
1,Short Term,10+ years,Rent,other,85977.68264615806,696,649649.5363993798,2913.5297026215794,14.8,16.7,3,2,87115.67623929537,283315.10354645055,3,0,9065
1,Short Term,< 1 year,Rent,take a trip,32712.0685820004,733,715653.939201138,2786.053941390027,13.9,10.3,16,0,15333.954495181984,104411.28844898834,0,2,9066
0,Long Term,1 year,Home Mortgage,debt consolidation,450208.3377839799,715,1399730.27475345,21929.520886413637,27.5,3.7,21,0,466278.67278074106,1491467.476470105,0,0,9067
1,Short Term,< 1 year,Home Mortgage,debt consolidation,263954.5220342443,748,1576675.4237794979,23256.36235351816,16.1,25.4,10,0,212685.7578830956,342979.99289306113,0,0,9070
0,Short Term,2 years,Home Mortgage,debt consolidation,76185.31869543342,705,451118.45808581455,3740.226006267856,14.2,25.3,7,0,99634.97051109133,226225.6298965116,0,0,9071
1,Short Term,< 1 year,Rent,debt consolidation,82587.19976710108,713,328451.50616622466,7525.579820532831,20.4,13.1,21,0,155495.33882830883,282634.9530328198,0,0,9072
1,Short Term,n/a,Rent,other,50511.82289491491,689,176585.4983926065,2207.0148609605935,13.2,23.3,7,1,71249.64588927009,147046.2391705318,1,1,9074
1,Short Term,3 years,Rent,debt consolidation,516338.7944199407,726,1579316.4001719933,18425.612257917182,9.8,10,7,0,184737.35508864318,344453.88487999054,0,0,9075
1,Short Term,8 years,Home Mortgage,other,206339.13740590902,710,1392224.769872703,31555.848544143206,23.7,24.2,9,2,518604.68919925985,664269.0763566705,1,2,9081
1,Short Term,2 years,Home Mortgage,debt consolidation,567071.8850906836,700,1393915.1599788803,8548.775908307989,35.5,22.1,12,0,156977.0114135942,288067.7899969278,1,0,9082
1,Short Term,4 years,Rent,debt consolidation,432982.90953313763,702,936034.0296335717,13882.932744668804,22.4,13.6,8,1,155020.1367279488,405172.8537446345,0,0,9085
0,Short Term,6 years,Home Mortgage,home improvements,160997.03071097808,672,1853906.5033828015,1994.967344016036,30.5,14,9,0,31483.501058854417,127423.08865792681,0,0,9086
1,Short Term,8 years,Home Mortgage,debt consolidation,210473.96643975828,725,519363.6190520083,9433.314214537895,23.3,9,9,1,283878.97923735465,503360.1171521221,0,1,9087
1,Long Term,10+ years,Home Mortgage,debt consolidation,560670.5109138727,678,1549487.8763070784,29569.883782262372,14.4,24.7,9,0,501809.2775917544,804759.1264783512,1,0,9090
1,Long Term,4 years,Home Mortgage,debt consolidation,259796.9667103017,681,1275469.6937510122,17430.73507999634,17.6,6.3,11,2,89584.55707740957,301510.0965806849,1,0,9093
0,Long Term,2 years,Rent,other,298385.60624413815,662,757948.5146393741,12315.825432521673,14,26.5,8,0,132220.33449405804,377102.7254323808,0,0,9094
1,Short Term,10+ years,Home Mortgage,debt consolidation,438328.67768667196,694,1514223.910705511,32934.67326909572,8.8,9.2,9,0,426284.7117269406,519575.2266816534,0,0,9098
1,Short Term,5 years,Rent,debt consolidation,176197.26524297582,745,1084197.555690617,18430.86863945697,20.7,25.8,12,1,195206.06077098666,596397.7234961449,1,1,9103
1,Long Term,1 year,Home Mortgage,debt consolidation,345617.21930541936,721,1212655.6848902528,13944.983160161995,15.7,7.4,8,1,312740.20317537343,388937.36262136506,0,0,9108
1,Long Term,n/a,Home Mortgage,debt consolidation,311058.2755615874,676,1343168.9619139372,21379.45303115574,30.1,17.4,12,0,247912.11232606933,541596.0940815302,1,0,9109
1,Short Term,2 years,Own Home,debt consolidation,65516.20639728087,715,943160.5867298611,19335.65109732891,11.8,25.4,9,1,26124.112734385624,34911.79135586126,0,1,9112
1,Short Term,6 years,Home Mortgage,debt consolidation,179563.6516789804,742,1512076.7171811287,25227.01094074222,18.9,27.9,9,1,767924.2498942306,1107304.1642911446,1,0,9114
0,Short Term,8 years,Home Mortgage,debt consolidation,419869.6562989551,715,1258710.96215629,35032.51678461879,14.6,27.3,13,1,328735.3550170413,605152.7505117148,0,2,9117
1,Short Term,10+ years,Home Mortgage,debt consolidation,270291.7605985984,718,2178653.3159757913,36854.72965517497,24.8,7.3,7,0,545281.3340610726,812591.9359097617,0,0,9122
0,Short Term,10+ years,Home Mortgage,debt consolidation,157101.2819518606,711,945534.5713387401,9534.204919093421,28,5.9,8,0,41304.9442804775,96402.8137534849,0,1,9125
1,Short Term,2 years,Home Mortgage,debt consolidation,162997.0088470338,691,1844975.7285161205,13083.739417399815,17.9,16.8,13,1,113239.95117886957,198044.02187391353,1,0,9129
1,Long Term,2 years,Rent,debt consolidation,389666.2097074688,670,822624.1352613834,16451.5993820089,14,19.2,11,0,305596.207211614,463165.7190078778,0,0,9131
0,Long Term,2 years,Home Mortgage,debt consolidation,592064.0892912706,713,1862760.0424341627,16453.403149214886,18.7,7.5,8,0,196364.75118821798,286726.93881102203,0,0,9132
1,Long Term,2 years,Rent,business loan,436920.1050390733,672,1754629.4976299738,37139.643850128596,17.1,13.2,9,0,369626.2093420628,637845.2129602418,0,0,9135
1,Short Term,1 year,Home Mortgage,debt consolidation,554732.0543370218,702,2730794.374584517,30471.525649862666,28.6,27.7,14,2,754110.5268014105,1254573.697051672,1,1,9139
1,Short Term,7 years,Home Mortgage,debt consolidation,447965.1287886846,737,2901584.792445099,28773.46069450879,37.3,13.4,16,0,272744.3855854002,577366.6069372025,0,1,9142
0,Long Term,< 1 year,Own Home,debt consolidation,117281.8203439621,627,1140417.4747929645,16914.73058983912,17.3,10.6,5,0,200486.20204389116,238832.24385794214,0,0,9144
1,Short Term,3 years,Rent,other,104806.74242149036,685,1067191.5747109086,24813.607686002713,8.3,10.7,10,0,32395.1780128057,143175.07638296217,0,0,9145
1,Long Term,3 years,Home Mortgage,debt consolidation,245190.18254310978,740,1540065.0028958828,8316.788804486618,8.2,11,9,1,286083.2271362541,524127.900456781,1,0,9148
1,Short Term,1 year,Rent,debt consolidation,97503.57472411977,707,714759.4214974418,11434.690222559027,19.2,22.9,5,0,12025.275986549213,15155.886342267868,1,0,9150
1,Short Term,5 years,Home Mortgage,debt consolidation,354948.6437361701,713,851999.3044538269,25631.05371998212,16,3.5,8,2,50672.293450510035,142781.93123668697,0,0,9151
0,Long Term,< 1 year,Rent,debt consolidation,348215.38438441505,664,761367.1398714058,13132.826233327525,11.6,20.4,9,0,30857.422700097115,110264.06022255163,0,1,9152
1,Short Term,< 1 year,Rent,debt consolidation,481293.5926209567,744,1417021.5544232912,8691.373104650831,27.2,5.4,11,0,268564.69670325314,917334.9185206452,0,0,9154
0,Long Term,8 years,Rent,debt consolidation,271701.6519716394,664,1208077.8186107557,17819.257788432773,20.2,10.5,20,0,210957.60878953946,439317.9653409923,0,0,9156
1,Short Term,9 years,Own Home,debt consolidation,153474.2647381751,720,568062.2032491532,10224.848167920023,17.7,17.2,8,3,162487.80612901927,674321.3478221016,0,2,9157
1,Short Term,10+ years,Home Mortgage,debt consolidation,346017.4993253292,735,1885369.1930391225,15584.5114897434,12.3,9.2,5,0,249945.90030134955,611842.3667185145,0,2,9158
1,Long Term,10+ years,Home Mortgage,debt consolidation,298650.5200859537,722,928548.6130763512,16250.360557697062,27.5,27.3,10,0,46664.00234996683,149687.25565982368,0,1,9161
1,Long Term,1 year,Rent,debt consolidation,332706.0413312566,704,726483.3112611899,7325.445931323148,22.7,22.6,8,0,63516.967815469034,728198.6779238643,0,0,9162
1,Long Term,10+ years,Home Mortgage,debt consolidation,446687.39197427256,718,1774562.1267873454,19224.156208531596,27,24.1,15,1,229176.71796051247,457487.4662153485,0,1,9163
1,Short Term,10+ years,Rent,buy house,764607.7282827211,708,1584827.7571213713,21525.427856641847,13.8,27.5,8,0,127033.96935202705,393294.62116042175,0,0,9166
1,Short Term,n/a,Home Mortgage,debt consolidation,390808.8238137114,748,1256925.1187767994,27757.155943179732,20.9,7.7,22,1,354100.2976688894,2277814.7733382154,2,0,9167
1,Short Term,2 years,Home Mortgage,debt consolidation,448295.35452007776,709,2063230.4925701453,19086.38970277337,18.5,9.2,14,1,238887.30645252232,594858.059956471,1,0,9168
1,Short Term,3 years,Rent,debt consolidation,754073.0878966005,741,3516670.373684509,27985.061220215106,17.7,23.8,10,1,876336.4114679452,1189583.9649847033,1,0,9173
1,Short Term,10+ years,Home Mortgage,debt consolidation,273967.5887258157,726,1199091.0327066625,23982.280365470826,17.7,26.6,17,1,384901.63812681375,510487.73857264547,1,1,9176
1,Short Term,10+ years,Rent,other,65825.23219534963,724,1440104.6017208726,9828.776776429959,16.1,18.7,8,1,10659.620932341786,220593.28247441127,0,1,9177
1,Long Term,3 years,Own Home,debt consolidation,544126.9662783643,642,1240587.2883380393,11765.185225624533,29.9,6.8,11,0,176224.8819061112,278740.2419934272,0,0,9184
1,Short Term,10+ years,Home Mortgage,debt consolidation,156353.90584166197,713,1062975.5019815734,16476.544410004106,18,27,9,0,202901.71680295918,354333.98059826076,0,0,9185
1,Short Term,10+ years,Rent,debt consolidation,785553.2748314192,735,1550704.1704005045,31661.57263427947,28.5,3.2,14,0,825911.8663358478,1138475.7655620393,0,0,9188
0,Short Term,3 years,Rent,debt consolidation,258871.8916943155,733,1453252.5612293046,15742.409001503644,14.2,8.2,10,1,141891.56799368933,172590.49893519565,1,0,9189
1,Short Term,10+ years,Home Mortgage,buy a car,90398.29586884976,735,855037.5317104888,6583.171882203872,16.3,27.6,3,0,9860.485206041003,32273.196534526658,0,2,9191
1,Short Term,3 years,Home Mortgage,debt consolidation,153670.86104489779,710,587767.0227731367,2293.5715064204364,17.4,0.1,14,1,32927.104832515666,91013.69677599476,0,1,9192
1,Short Term,5 years,Home Mortgage,other,262042.09929076003,738,1758033.1302088627,21668.084221563906,23.3,25.4,9,0,669028.0949342345,1011318.2003902727,0,1,9193
1,Short Term,3 years,Rent,debt consolidation,177276.8026809957,723,1148209.3382896946,18085.11586822451,13.5,24,16,1,148086.46871301552,345685.7794116353,1,0,9196
1,Long Term,8 years,Home Mortgage,debt consolidation,389309.82037638425,713,933944.1544354258,14319.943462035806,17.9,15.8,17,0,487939.29867448914,1681462.055958436,0,0,9200
1,Short Term,1 year,Home Mortgage,home improvements,778557.7747245638,722,2343725.956661069,1270.7632971789383,14.8,22.6,10,0,10032.88973607725,552927.2846398777,0,0,9202
1,Short Term,10+ years,Home Mortgage,debt consolidation,109912.71080660765,740,1177050.2926791192,7160.153036688077,31.7,18.7,6,2,230261.62117451787,400335.537761246,1,0,9206
1,Short Term,3 years,Rent,debt consolidation,67628.60154495726,709,1070821.4069048148,30517.840967939752,15.6,23.4,9,8,18279.38454915413,63183.871491470934,4,5,9208
1,Long Term,10+ years,Home Mortgage,debt consolidation,773012.2591944087,676,1773896.5881107466,39026.46962614024,22.8,8.2,24,0,591469.3072118599,1068428.8651493585,0,0,9210
0,Long Term,10+ years,Home Mortgage,debt consolidation,335390.96186943236,729,3437117.8363625286,44109.93056207992,26.9,19.2,11,0,420735.16089810204,945978.7113009657,0,0,9213
1,Short Term,9 years,Home Mortgage,debt consolidation,413467.57497770805,724,784092.0398643205,10715.594212687025,14.6,23.7,8,1,190209.33221410055,332685.1877299928,1,0,9216
1,Short Term,< 1 year,Rent,medical bills,662704.5816876217,702,2480126.652188635,7647.02068815826,31.3,13.9,14,1,148579.60898473207,656634.0562891088,1,0,9217
1,Long Term,6 years,Rent,debt consolidation,665767.0944776003,699,1249952.8267387303,23227.59691910224,13.4,15.1,11,0,562667.2112403807,1255319.3662163967,0,0,9220
1,Short Term,10+ years,Home Mortgage,debt consolidation,441362.1619868772,692,1315066.668677186,16985.946990585864,21.7,10,11,0,233034.60676232,439470.7621906629,0,0,9221
1,Long Term,10+ years,Home Mortgage,debt consolidation,536293.3287478663,709,1157897.1206108124,11578.746402219314,21,9.8,13,0,267386.87996352796,427019.5731712259,0,0,9224
1,Long Term,2 years,Rent,debt consolidation,354218.8792027511,657,955987.2083710972,10835.392059215743,31.2,16,8,1,327218.4439570273,554731.052211232,1,0,9227
1,Short Term,10+ years,Home Mortgage,debt consolidation,109140.32435710484,658,904894.7291361206,16137.344063019866,15.4,9.5,5,0,59412.609623361364,102519.45031311142,0,0,9232
0,Long Term,9 years,Home Mortgage,debt consolidation,581900.0028991363,659,1167588.765906024,16347.333649220527,14.8,7,7,0,235827.15872487018,670933.0432625675,1,0,9235
1,Long Term,10+ years,Rent,business loan,574750.3333302728,690,2481856.2613633424,18924.741992714735,17.8,12.3,10,0,319410.3100902683,703143.0037754555,0,0,9239
1,Long Term,10+ years,Home Mortgage,debt consolidation,776467.7501050396,684,2548224.3258350263,40984.27152937745,13,16.8,18,1,576822.1552321942,969363.5419820504,1,0,9244
1,Short Term,10+ years,Rent,debt consolidation,265605.100446554,676,1338112.45724683,18958.675196622255,16.8,28.4,8,1,134918.59878745253,305712.3491975597,1,1,9249
1,Short Term,2 years,Rent,debt consolidation,322807.0291286843,726,985055.6272821041,8865.350158376059,13,26.9,7,0,29373.55200570945,373646.9497247787,0,0,9252
1,Short Term,< 1 year,Rent,debt consolidation,193952.9384523949,712,744497.534559733,15881.558347353079,14.1,22.4,10,0,150195.30330581372,180993.54562775357,0,0,9254
1,Short Term,5 years,Rent,debt consolidation,218460.68089755744,715,660346.6472240961,12438.540954733842,15.5,19.2,15,0,177537.1614867501,517814.3609429507,0,0,9255
0,Short Term,1 year,Rent,debt consolidation,365970.46876513417,703,997290.8181345906,13047.198242934144,22.7,11.6,16,1,22532.974893292892,115962.5656485232,0,1,9256
0,Short Term,2 years,Home Mortgage,debt consolidation,246993.72032706332,716,1009469.0356643269,21450.480380568744,12.3,5.2,14,2,237119.0002090723,331604.49204453157,2,2,9259
0,Long Term,10+ years,Home Mortgage,debt consolidation,663961.1876871777,650,1786552.3538779514,28093.39169832411,33.7,15.1,11,1,434625.3340800603,759065.0628834133,1,1,9261
1,Short Term,9 years,Rent,medical bills,41097.12879055796,722,1531988.702865426,18511.74526052662,13.7,27.3,17,0,103588.19020715127,596771.7782355517,0,2,9264
1,Short Term,2 years,Own Home,other,141216.41411070913,680,1138974.433712596,3454.646831801832,12.2,13.2,9,0,21754.744859453036,92268.708889948,0,0,9265
0,Short Term,10+ years,Rent,debt consolidation,621103.6491215572,721,1685871.1823024508,29362.40306361761,18.8,23.2,12,0,478971.167340532,1044429.5860274535,0,0,9267
1,Short Term,7 years,Home Mortgage,debt consolidation,536314.9491037693,716,1982384.4133895687,19822.80474676036,17.1,8.2,5,0,359193.4764352192,416330.1458736036,0,0,9273
